WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
532,HKG,GGXCNL_NGDP,Hong Kong SAR,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,2.8,-0.399,-1.11,0.896,1.013,1.754,3.041,3.316,2.012,0.642,3.127,2.627,1.99,1.015,-0.273,2.02,6.318,-1.801,0.762,-0.587,-4.836,-4.773,-3.172,1.605,0.971,3.833,7.336,0.086,1.532,4.136,3.77,3.143,1.008,3.592,0.595,4.386,5.482,2.342,0.575,1.529,1.427,1.339,1.167,1.167,2019
944,HUN,GGXCNL_NGDP,Hungary,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.605,-4.368,-5.528,-7.448,-5.127,-3.027,-4.049,-8.827,-7.116,-6.327,-7.784,-9.285,-5.036,-3.618,-4.56,-4.475,-5.414,-2.399,-2.614,-2.606,-1.902,-1.647,-2.202,-2.221,-1.78,-1.566,-1.465,-1.491,-1.513,-1.535,2018
176,ISL,GGXCNL_NGDP,Iceland,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,1.287,1.237,1.63,-2.024,2.154,-1.627,-3.98,-0.855,-1.999,-4.342,-3.22,-0.742,-1.939,-4.408,-4.642,-2.935,-1.584,-0.05,-0.647,0.817,1.223,-0.967,-2.769,-3.098,-0.323,4.446,5.806,4.867,-12.85,-9.476,-9.455,-5.407,-3.609,-1.776,-0.072,-0.792,12.429,0.531,1.093,-0.662,0.098,0.134,0.349,0.281,0.327,2018
534,IND,GGXCNL_NGDP,India,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.89,-7.544,-7.93,-7.764,-7.757,-8.422,-7.859,-6.697,-6.59,-8.133,-9.574,-8.551,-8.264,-10.843,-10.881,-11.231,-9.062,-7.368,-6.321,-4.505,-8.982,-9.534,-8.626,-8.349,-7.55,-7,-7.071,-7.203,-7.132,-7.015,-6.4,-7.494,-7.19,-7.019,-6.935,-6.879,-6.826,2018
536,IDN,GGXCNL_NGDP,Indonesia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.589,0.005,0.641,0.962,-1.034,-1.893,-0.959,-1.87,-1.763,-0.576,-1.077,-0.26,0.424,0.372,-0.947,0.054,-1.644,-1.242,-0.703,-1.586,-2.217,-2.146,-2.604,-2.486,-2.51,-1.752,-1.944,-1.804,-1.798,-1.801,-1.798,-1.802,2018
429,IRN,GGXCNL_NGDP,Islamic Republic of Iran,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.101,-2.016,-1.068,-6.224,-3.971,-3.19,-0.919,-2.19,-6.023,-0.617,6.632,1.008,0.477,1.175,3.379,3.575,1.874,6.468,0.588,0.799,2.647,0.607,-0.322,-0.898,-1.14,-1.763,-2.268,-1.817,-2.466,-4.358,-5.013,-5.58,-6.079,-6.655,-7.157,2018
433,IRQ,GGXCNL_NGDP,Iraq,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-35.398,4.069,10.711,7.837,-0.856,-12.752,-4.179,4.744,4.094,-6.062,-5.631,-12.823,-13.894,-1.618,7.89,-2.361,-3.497,-4.111,-5.305,-6.373,-7.198,2017
178,IRL,GGXCNL_NGDP,Ireland,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.114,-0.233,1.343,2.048,2.437,4.867,0.97,-0.508,0.361,1.316,1.59,2.794,0.289,-6.988,-13.798,-32.03,-12.812,-8.067,-6.146,-3.621,-1.91,-0.667,-0.279,0.014,-0.003,0.194,0.266,0.475,0.668,0.715,2018
436,ISR,GGXCNL_NGDP,Israel,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.23,-5.616,-8.566,-5.284,-3.549,-2.877,-1.158,-0.492,-3.611,-6.478,-3.653,-2.981,-4.403,-4.053,-2.437,-1.041,-1.369,-0.951,-3.256,-3.699,-3.754,-3.779,-3.804,-3.829,-3.854,2017
136,ITA,GGXCNL_NGDP,Italy,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.54,-10.906,-11.097,-11.039,-10.051,-9.719,-8.801,-7.253,-6.651,-3.012,-3.021,-1.805,-2.438,-3.393,-2.995,-3.339,-3.496,-4.105,-3.523,-1.465,-2.631,-5.248,-4.211,-3.678,-2.918,-2.922,-3.042,-2.611,-2.524,-2.39,-2.135,-2.02,-2.532,-2.602,-2.604,-2.581,-2.638,2018
343,JAM,GGXCNL_NGDP,Jamaica,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.116,3.226,2.908,2.428,2.459,1.574,-5.383,-6.555,-5.88,-3.503,-0.803,-4.894,-6.725,-5.565,-4.673,-3.306,-4.865,-3.799,-7.512,-11.125,-6.333,-6.403,-4.077,0.119,-0.496,-0.289,-0.194,0.452,1.181,0.167,0.445,0.748,1.098,1.726,1.409,2019
158,JPN,GGXCNL_NGDP,Japan,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.511,-3.935,-3.894,-4.034,-2.679,-1.399,-1.389,-0.366,0.503,1.253,1.992,1.705,0.585,-2.435,-3.811,-4.392,-4.985,-3.596,-10.225,-6.873,-8.252,-6.538,-7.914,-8.046,-5.881,-4.963,-3.492,-3.21,-4.531,-10.192,-9.534,-9.441,-8.613,-7.911,-5.636,-3.807,-3.694,-3.168,-3.213,-2.954,-2.164,-1.949,-1.772,-1.784,-1.964,2017
439,JOR,GGXCNL_NGDP,Jordan,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,-6.942,-2.406,-13.482,-13.104,-6.931,-7.501,-10.216,1.885,-2.174,-2.345,-1.746,-3.304,-3.033,-5.567,-2.781,-4.12,-2.86,-4.618,-2.611,-1.123,-5.591,-4.008,-5.28,-4.947,-9.109,-8.024,-10,-14.448,-10.182,-8.596,-8.538,-3.72,-3.667,-4.751,-3.396,-3.157,-2.742,-1.419,-1.852,-1.996,2018
916,KAZ,GGXCNL_NGDP,Kazakhstan,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.924,3.996,3.287,6.078,7.653,5.134,1.227,-1.328,1.47,5.811,4.431,4.946,2.482,-6.259,-4.512,-4.368,2.675,0.376,0.039,-0.01,-0.029,0.08,0.017,2018
